# SYNTHETIC PLACEHOLDER — replace with real WMX3 CoreMotion Data Log
# profile=sine_20hz backend=newton frequency=20Hz amplitude=0.01rad dt=0.001s
CYCLE TIME SYSTEM_TIME CMDPOS0 FBKPOS0 FBKVEL0 FBKTRQ0
900000 0.000000 17758100000000000 0.100000001 0.099967688 -0.003803947 0.013221391
900001 1.000000 17758100000001000 0.101253331 0.099968420 -0.009647117 -0.018329750
900002 2.000000 17758100000002000 0.102486901 0.099863870 0.007208668 0.006197616
900003 3.000000 17758100000003000 0.103681244 0.099879120 -0.006877404 0.016679918
900004 4.000000 17758100000004000 0.104817539 0.099985425 0.000760128 0.041969469
900005 5.000000 17758100000005000 0.105877854 0.100276707 -0.001936830 0.039538483
900006 6.000000 17758100000006000 0.106845468 0.100163515 -0.002522517 0.051121670
900007 7.000000 17758100000007000 0.107705131 0.100317578 0.007500832 0.056760294
900008 8.000000 17758100000008000 0.108443283 0.099979654 0.015316774 0.093454819
900009 9.000000 17758100000009000 0.109048270 0.099733039 0.011044259 0.065078480
900010 10.000000 17758100000010000 0.109510563 0.099946297 0.012281044 0.102330380
900011 11.000000 17758100000011000 0.109822869 0.099955173 0.024351984 0.073255297
900012 12.000000 17758100000012000 0.109980270 0.099956831 0.025845063 0.068258159
900013 13.000000 17758100000013000 0.109980270 0.100282661 0.025330576 0.093241101
900014 14.000000 17758100000014000 0.109822869 0.100097033 0.020187454 0.053163130
900015 15.000000 17758100000015000 0.109510563 0.099869712 0.026964156 0.063863162
900016 16.000000 17758100000016000 0.109048270 0.100262003 0.026722810 0.076173284
900017 17.000000 17758100000017000 0.108443283 0.100221407 0.036707336 0.062990888
900018 18.000000 17758100000018000 0.107705131 0.100306136 0.039983397 0.093498097
900019 19.000000 17758100000019000 0.106845468 0.100580538 0.035831924 0.050224761
900020 20.000000 17758100000020000 0.105877854 0.100282750 0.039441301 0.045912968
900021 21.000000 17758100000021000 0.104817539 0.100338389 0.039902811 0.032941420
900022 22.000000 17758100000022000 0.103681244 0.100744623 0.053064671 -0.012189800
900023 23.000000 17758100000023000 0.102486901 0.100054620 0.046053634 -0.011125911
900024 24.000000 17758100000024000 0.101253331 0.100748484 0.043321737 0.007423794
900025 25.000000 17758100000025000 0.100000001 0.100459560 0.046012791 -0.006202783
900026 26.000000 17758100000026000 0.098746665 0.100500661 0.053435690 -0.044458599
900027 27.000000 17758100000027000 0.097513102 0.100556911 0.046331944 -0.051691888
900028 28.000000 17758100000028000 0.096318752 0.100678337 0.044820170 -0.048449642
900029 29.000000 17758100000029000 0.095182464 0.100609935 0.041217944 -0.073029489
900030 30.000000 17758100000030000 0.094122149 0.100737742 0.034505331 -0.134269604
900031 31.000000 17758100000031000 0.093154527 0.100988393 0.025645375 -0.085753283
900032 32.000000 17758100000032000 0.092294864 0.100904722 0.030255868 -0.121282634
900033 33.000000 17758100000033000 0.091556720 0.100608411 0.028406478 -0.081393596
900034 34.000000 17758100000034000 0.090951726 0.100924319 0.027246369 -0.096140188
900035 35.000000 17758100000035000 0.090489432 0.100951038 0.020786398 -0.085545252
900036 36.000000 17758100000036000 0.090177126 0.100989081 0.021133071 -0.143780780
900037 37.000000 17758100000037000 0.090019733 0.100946926 0.012914876 -0.130608966
900038 38.000000 17758100000038000 0.090019733 0.101014670 0.006748978 -0.145172274
900039 39.000000 17758100000039000 0.090177126 0.100470904 0.002642499 -0.106971049
900040 40.000000 17758100000040000 0.090489432 0.100775599 -0.004188652 -0.143201797
900041 41.000000 17758100000041000 0.090951726 0.100885226 -0.003445047 -0.102449373
900042 42.000000 17758100000042000 0.091556720 0.100779088 -0.005889584 -0.141082851
900043 43.000000 17758100000043000 0.092294864 0.101058092 -0.005614862 -0.095677200
900044 44.000000 17758100000044000 0.093154527 0.100754420 -0.012157216 -0.084740133
900045 45.000000 17758100000045000 0.094122149 0.100957673 -0.022172097 -0.093328549
900046 46.000000 17758100000046000 0.095182464 0.100678842 -0.022261139 -0.085759476
900047 47.000000 17758100000047000 0.096318752 0.100642615 -0.024147235 -0.029520539
900048 48.000000 17758100000048000 0.097513102 0.100547693 -0.022445319 -0.049307307
900049 49.000000 17758100000049000 0.098746665 0.100701566 -0.027994182 -0.037377502
900050 50.000000 17758100000050000 0.100000001 0.100877865 -0.025913141 0.009827169
900051 51.000000 17758100000051000 0.101253331 0.100799779 -0.036061441 0.005738911
900052 52.000000 17758100000052000 0.102486901 0.100726513 -0.038518726 0.012994706
900053 53.000000 17758100000053000 0.103681244 0.100532414 -0.034687929 0.039614688
900054 54.000000 17758100000054000 0.104817539 0.100536604 -0.023749229 0.056529833
900055 55.000000 17758100000055000 0.105877854 0.100755775 -0.026927415 0.067061667
900056 56.000000 17758100000056000 0.106845468 0.100669775 -0.029011438 0.082612796
900057 57.000000 17758100000057000 0.107705131 0.100395610 -0.029214947 0.098969597
900058 58.000000 17758100000058000 0.108443283 0.100407681 -0.018313057 0.099327605
900059 59.000000 17758100000059000 0.109048270 0.100535682 -0.020311162 0.149005146
900060 60.000000 17758100000060000 0.109510563 0.100089767 -0.014116070 0.088362061
900061 61.000000 17758100000061000 0.109822869 0.100445433 -0.010718318 0.110474531
900062 62.000000 17758100000062000 0.109980270 0.100576147 -0.005930229 0.121362878
900063 63.000000 17758100000063000 0.109980270 0.100458922 -0.002146674 0.153501704
900064 64.000000 17758100000064000 0.109822869 0.100452650 -0.008956406 0.143291565
900065 65.000000 17758100000065000 0.109510563 0.100365034 0.003063852 0.101612853
900066 66.000000 17758100000066000 0.109048270 0.100519509 0.014744985 0.125558025
