# SYNTHETIC PLACEHOLDER — replace with real WMX3 CoreMotion Data Log
# profile=sine frequency=20Hz amplitude=0.01rad backend=newton dt=0.001s seed=20260820
# MotorParams kp=10.996398718882114 ki=1.1930162194347773 kd=0.8556416451823275 integral_max=4.437985730220815 effort_limit=5.193511737418461 inertia=0.028188008953187953 viscous=0.024485211102482668 coulomb=0.0006373491469474279 delay_steps=2
CYCLE TIME SYSTEM_TIME CMDPOS0 FBKPOS0 FBKVEL0 FBKTRQ0
800000 0.000000 17758100000000000 0.100000001 0.100202699 -0.003226500 0.007281586
800001 1.000000 17758100000001000 0.101253331 0.099831701 0.007364783 -0.018266696
800002 2.000000 17758100000002000 0.102486901 0.099914976 0.008448313 0.004321273
800003 3.000000 17758100000003000 0.103681244 0.100016109 0.004760506 0.031504900
800004 4.000000 17758100000004000 0.104817539 0.100073323 0.000792466 0.044040883
800005 5.000000 17758100000005000 0.105877854 0.100151998 -0.002028642 0.066782315
800006 6.000000 17758100000006000 0.106845468 0.100044474 0.000682311 0.061740954
800007 7.000000 17758100000007000 0.107705131 0.100053671 0.012820745 0.040287400
800008 8.000000 17758100000008000 0.108443283 0.100044728 0.006037595 0.081194598
800009 9.000000 17758100000009000 0.109048270 0.100129112 0.009969579 0.044456308
800010 10.000000 17758100000010000 0.109510563 0.100225374 0.009351519 0.095833179
800011 11.000000 17758100000011000 0.109822869 0.100195861 0.021347923 0.090897357
800012 12.000000 17758100000012000 0.109980270 0.100073897 0.022886576 0.126697820
800013 13.000000 17758100000013000 0.109980270 0.100172740 0.017959062 0.114619543
800014 14.000000 17758100000014000 0.109822869 0.100040773 0.028104033 0.081259459
800015 15.000000 17758100000015000 0.109510563 0.100003790 0.029931372 0.138845368
800016 16.000000 17758100000016000 0.109048270 0.100131296 0.035799543 0.092809150
800017 17.000000 17758100000017000 0.108443283 0.100166018 0.035087563 0.090454358
800018 18.000000 17758100000018000 0.107705131 0.100056187 0.029972104 0.085372257
800019 19.000000 17758100000019000 0.106845468 0.100157883 0.039934301 0.040069006
800020 20.000000 17758100000020000 0.105877854 0.100267785 0.036497560 0.055773210
800021 21.000000 17758100000021000 0.104817539 0.100224564 0.035956904 0.017473424
800022 22.000000 17758100000022000 0.103681244 0.100120515 0.038917885 0.030446786
800023 23.000000 17758100000023000 0.102486901 0.100377712 0.043891402 -0.001411420
800024 24.000000 17758100000024000 0.101253331 0.100664102 0.037183676 0.006623707
800025 25.000000 17758100000025000 0.100000001 0.100497717 0.037089525 -0.045456348
800026 26.000000 17758100000026000 0.098746665 0.100427794 0.043664585 0.003008343
800027 27.000000 17758100000027000 0.097513102 0.100808859 0.041413491 -0.073891023
800028 28.000000 17758100000028000 0.096318752 0.100650897 0.045010347 -0.043226720
800029 29.000000 17758100000029000 0.095182464 0.100650986 0.034470225 -0.019641395
800030 30.000000 17758100000030000 0.094122149 0.100652652 0.033641776 -0.081422192
800031 31.000000 17758100000031000 0.093154527 0.100981188 0.041240044 -0.114395738
800032 32.000000 17758100000032000 0.092294864 0.100969051 0.025866189 -0.077868402
800033 33.000000 17758100000033000 0.091556720 0.100781289 0.026868652 -0.105257659
800034 34.000000 17758100000034000 0.090951726 0.101021391 0.019756716 -0.067652779
800035 35.000000 17758100000035000 0.090489432 0.101027330 0.015062165 -0.128858407
800036 36.000000 17758100000036000 0.090177126 0.100832474 0.013513404 -0.136669829
800037 37.000000 17758100000037000 0.090019733 0.101022897 0.011442316 -0.128068393
800038 38.000000 17758100000038000 0.090019733 0.101062634 0.001807611 -0.136366891
800039 39.000000 17758100000039000 0.090177126 0.100894947 -0.006714599 -0.123083633
800040 40.000000 17758100000040000 0.090489432 0.101052700 -0.011142838 -0.114380051
800041 41.000000 17758100000041000 0.090951726 0.100952296 -0.004400867 -0.105785972
800042 42.000000 17758100000042000 0.091556720 0.100644572 -0.018714975 -0.067930049
800043 43.000000 17758100000043000 0.092294864 0.101098994 -0.006985020 -0.112420425
800044 44.000000 17758100000044000 0.093154527 0.100567705 -0.018013549 -0.070850953
800045 45.000000 17758100000045000 0.094122149 0.100876681 -0.015188577 -0.106194565
800046 46.000000 17758100000046000 0.095182464 0.101026056 -0.016853592 -0.054437843
800047 47.000000 17758100000047000 0.096318752 0.100171251 -0.019332447 -0.036197621
800048 48.000000 17758100000048000 0.097513102 0.101146292 -0.023061768 -0.034237978
800049 49.000000 17758100000049000 0.098746665 0.100571878 -0.024461845 -0.036699740
800050 50.000000 17758100000050000 0.100000001 0.100465579 -0.039693618 -0.033351348
800051 51.000000 17758100000051000 0.101253331 0.100566255 -0.031853606 0.038869196
800052 52.000000 17758100000052000 0.102486901 0.100906772 -0.031661602 0.023239939
800053 53.000000 17758100000053000 0.103681244 0.100837202 -0.028916418 0.010146121
