# SYNTHETIC PLACEHOLDER — replace with real WMX3 CoreMotion Data Log
# profile=sine frequency=10Hz amplitude=0.04rad backend=newton dt=0.001s seed=20260820
# MotorParams kp=10.996398718882114 ki=1.1930162194347773 kd=0.8556416451823275 integral_max=4.437985730220815 effort_limit=5.193511737418461 inertia=0.028188008953187953 viscous=0.024485211102482668 coulomb=0.0006373491469474279 delay_steps=2
CYCLE TIME SYSTEM_TIME CMDPOS0 FBKPOS0 FBKVEL0 FBKTRQ0
700000 0.000000 17758100000000000 0.100000001 0.099945216 -0.001770697 0.026989698
700001 1.000000 17758100000001000 0.102511622 0.100159015 -0.007057433 -0.001109131
700002 2.000000 17758100000002000 0.105013326 0.099952980 -0.008402038 0.019383555
700003 3.000000 17758100000003000 0.107495256 0.100326674 -0.008015129 0.055451218
700004 4.000000 17758100000004000 0.109947592 0.100038899 -0.008888213 0.053171015
700005 5.000000 17758100000005000 0.112360679 0.100149002 0.006921533 0.073199094
700006 6.000000 17758100000006000 0.114724979 0.100046369 0.007289963 0.107070286
700007 7.000000 17758100000007000 0.117031172 0.100117120 0.010067135 0.103009567
700008 8.000000 17758100000008000 0.119270146 0.100219845 0.011779578 0.163508200
700009 9.000000 17758100000009000 0.121433072 0.099999428 0.019481283 0.201629033
700010 10.000000 17758100000010000 0.123511411 0.100197864 0.018923766 0.184648127
700011 11.000000 17758100000011000 0.125496954 0.100509050 0.028110628 0.241114207
700012 12.000000 17758100000012000 0.127381891 0.100523385 0.035975323 0.226174112
700013 13.000000 17758100000013000 0.129158750 0.099894293 0.050590426 0.245185416
700014 14.000000 17758100000014000 0.130820528 0.100774512 0.051986740 0.260814343
700015 15.000000 17758100000015000 0.132360682 0.100360912 0.062367650 0.271986199
700016 16.000000 17758100000016000 0.133773118 0.100038229 0.077389787 0.255986523
700017 17.000000 17758100000017000 0.135052264 0.100241809 0.072418701 0.259798629
700018 18.000000 17758100000018000 0.136193082 0.100786852 0.094167598 0.266551968
700019 19.000000 17758100000019000 0.137191057 0.100381687 0.101784203 0.304362473
700020 20.000000 17758100000020000 0.138042256 0.100790099 0.110869847 0.254914827
700021 21.000000 17758100000021000 0.138743326 0.100802829 0.130026471 0.311212894
